actors,actor_ids,genders,birthplaces,ages,movies,movie_ID
Alan Rosenberg,3008,2,"Passaic, New Jersey, USA",73.0,"['Sholem Aleichem: Laughing In The Darkness', 'Pencils Down! The 100 Days of the Writers Guild Strike']","[84401.0, 434499.0]"
Alan Tudyk,21088,2,"El Paso, Texas, USA",53.0,"['Death at a Funeral', 'Transformers: Dark of the Moon', 'Serenity', 'Tucker and Dale vs. Evil', 'Abraham Lincoln: Vampire Hunter', 'Wreck-It Ralph', 'Ice Age: Continental Drift', 'Beautiful Boy', 'Astro Boy vs The Junkyard Pirates', '42', 'Browncoats Unite: Firefly 10th Anniversary Special', 'Justice League: War', 'Strange Frame: Love & Sax', 'Big Hero 6', 'Tell', 'Premature', 'The Thrilling Adventure Hour Live', 'Welcome to Me', 'Oddball', 'Maze Runner: The Scorch Trials', 'Zootopia', 'Alvin and the Chipmunks: Chipwrecked', 'Rogue One: A Star Wars Story', 'Moana', 'Deadpool 2', 'Ralph Breaks the Internet', 'Once Upon a Deadpool', 'Aladdin', ""The Stories: The Making of 'Rogue One: A Star Wars Story'"", 'Eat Wheaties!', 'Frozen II', 'Raya and the Last Dragon', 'Distancing Socially', 'Encanto', 'Shangri-La Suite', 'Strange World', 'Wish', 'Disenchanted', 'The Trouble with Jessica', 'Peter Pan & Wendy', 'Once Upon a Studio']","[34803.0, 38356.0, 452832.0, 46838.0, 72331.0, 82690.0, 57800.0, 451915.0, 103261.0, 109410.0, 143216.0, 217993.0, 205392.0, 177572.0, 305276.0, 253310.0, 335004.0, 284537.0, 356905.0, 294254.0, 269149.0, 55301.0, 330459.0, 277834.0, 383498.0, 404368.0, 567604.0, 420817.0, 533721.0, 659551.0, 330457.0, 527774.0, 873697.0, 568124.0, 322548.0, 877269.0, 1022796.0, 338958.0, 1056746.0, 420808.0, 1139087.0]"
Alba Rohrwacher,128748,1,"Florence, Tuscany, Italy",45.0,"['I Am Love', 'Come Undone', 'The Solitude of Prime Numbers', 'Dormant Beauty', 'Bliss', ""Garibaldi's Lovers"", 'A Street in Palermo', 'Sworn Virgin', 'Diarchy', 'De Djess', 'Hungry Hearts', 'Taj Mahal', 'Long Live the Bride', 'Blood of My Blood', 'The Wonders', 'Perfect Strangers', ""L'ami, François d'Assise et ses frères"", ""Ismael's Ghosts"", 'The Place', 'Happy as Lazzaro', 'Scribe', 'Angelo', 'Daughter of Mine', 'Tale of Tales', ""Lucia's Grace"", 'Hellhole', 'The Staggering Girl', 'If Only', 'Three Floors', 'The Ties', 'Skies of Lebanon', 'Last Words', 'Being My Mom', 'The Peacock’s Paradise', 'The Lost Daughter', 'Marcel!', 'Mi fanno male i capelli', 'La Chimera', 'Le Pupille', 'I Told You So', 'The March on Rome', 'A Brighter Tomorrow', 'Finally Dawn', 'Sorelle Mai']","[41110.0, 36956.0, 53399.0, 110447.0, 613911.0, 139504.0, 216788.0, 319998.0, 269336.0, 362263.0, 283698.0, 358403.0, 356380.0, 314400.0, 265226.0, 381341.0, 419331.0, 429070.0, 468198.0, 481432.0, 482114.0, 485359.0, 492344.0, 314405.0, 519120.0, 515914.0, 560949.0, 614971.0, 608980.0, 659290.0, 712345.0, 712110.0, 728176.0, 832284.0, 554230.0, 919260.0, 934393.0, 837335.0, 974586.0, 976854.0, 1004915.0, 925263.0, 1013869.0, 72057.0]"
Alec Baldwin,7447,2,"Amityville, New York, USA",66.0,"['Alice', 'Billy Joel - The Last Play at Shea', 'Rock of Ages', 'Rise of the Guardians', 'To Rome with Love', 'The Public', 'Teenage Paparazzo', 'Hick', 'Method to the Madness of Jerry Lewis', 'Seduced and Abandoned', 'Elaine Stritch: Shoot Me', 'Euro Trapped', 'Still Alice', ""Rules Don't Apply"", 'The Boss Baby', 'A Dangerous Game', 'Concussion', 'Torrente 5', 'Live from New York!', 'Aloha', 'What She Said: The Art of Pauline Kael', 'Mission: Impossible - Rogue Nation', 'Back in the Day', 'Drunk Parents', 'Thomas & Friends: The Greatest Stories', 'Mike Nichols: An American Master', 'DARK SIDE of the GREENS', 'Andron', 'Paris Can Wait', 'Arctic Dogs', 'Harry Benson: Shoot First', 'Blue Jasmine', 'Mission: Impossible - Fallout', 'The Boss Baby: Family Business', ""The Boss Baby and Tim's Treasure Hunt Through Time"", 'The King', 'Blind', 'An Imperfect Murder', 'Flatball: A History of Ultimate', 'Tony Bennett Celebrates 90', 'Motherless Brooklyn', 'BlacKkKlansman', 'Into the Amazon', 'Framing John DeLorean', 'Before You Know It', 'Mickey’s 90th Spectacular', 'The Women of SNL', 'A Star Is Born', 'Comedy Central Roast of Alec Baldwin', 'It Takes a Lunatic', 'Pixie', 'Chick Fight', 'The Story of Soaps', '30 Rock: A One-Time Special', 'On Broadway', 'Gordon Lightfoot: If You Could Read My Mind', 'Alan Pakula: Going for Truth', 'Private Screenings: Robert Osborne', 'Supercell', 'The Paley Center Salutes Law & Order: SVU', 'Dean Martin: King of Cool', 'Alec Baldwin: Unscripted', 'Atrabilious', 'TÁR', ""Barbra: The Music ... The Mem'ries ... The Magic!"", ""I'm Still Here"", '97 Minutes', 'Led Zeppelin Played Here', 'Saturday Night Live: 40th Anniversary Special', 'Silent Fallout: Baby Teeth Speak']","[714676.0, 47479.0, 80585.0, 81188.0, 81836.0, 331986.0, 54994.0, 94363.0, 124998.0, 193645.0, 174319.0, 219674.0, 284293.0, 291328.0, 295693.0, 267831.0, 321741.0, 254869.0, 334328.0, 222936.0, 342091.0, 177677.0, 228028.0, 369560.0, 378558.0, 380994.0, 391468.0, 395883.0, 375867.0, 416153.0, 407803.0, 160588.0, 353081.0, 459151.0, 460789.0, 504949.0, 364733.0, 468291.0, 468464.0, 486068.0, 504562.0, 487558.0, 513944.0, 544003.0, 565326.0, 559250.0, 292097.0, 332562.0, 630068.0, 636709.0, 651610.0, 682377.0, 706380.0, 716326.0, 712591.0, 597958.0, 649333.0, 827276.0, 842945.0, 862737.0, 890836.0, 911161.0, 953928.0, 817758.0, 485157.0, 43939.0, 940241.0, 277618.0, 1157462.0, 1194202.0]"
Alex Borstein,24357,1,"Highland, Illinois, USA",53.0,"['Killers', 'Ted', 'Robot Chicken: DC Comics Special', ""For Christ's Sake"", ""Family Guy Presents: It's a Trap!"", 'Love the Coopers', 'Robot Chicken DC Comics Special III: Magische Freundschaft', 'Robot Chicken DC Comics Special II: Schurken im Paradies', 'A Million Ways to Die in the West', 'The Angry Birds Movie', 'Man Rots from the Head', 'ParaNorman', 'Dinner for Schmucks', 'Family Guy Presents: Road to the North Pole', 'Extinct', 'The Bad Guys', 'Maraschino Ruby', 'Alex Borstein: Corsets & Clown Suits']","[37821.0, 72105.0, 145174.0, 172655.0, 278427.0, 333348.0, 363863.0, 263484.0, 188161.0, 153518.0, 421706.0, 77174.0, 38778.0, 659613.0, 664236.0, 629542.0, 981424.0, 1114484.0]"
Alex Garland,2036,2,"London, England",53.0,"['Future Shock! The Story of 2000AD', ""Through the Looking Glass: Making 'Ex Machina'"", ""Day of Chaos: The Visual Effects of 'Dredd'""]","[291863.0, 588933.0, 685554.0]"
Alex Høgh Andersen,1609347,2,Denmark,29.0,"['A War', 'Ødeland', 'A Bond Between People', 'The Shadow in My Eye', 'Cold at the Summit', 'Nightwatch: Demons Are Forever']","[348674.0, 412099.0, 639753.0, 650031.0, 521251.0, 1029880.0]"
Alex Jennings,15739,2,"Essex, England, UK",67.0,"['National Theatre Live: The Habit of Art', 'Castles in the Sky', 'The Lady in the Van', ""Churchill's Secret"", 'Denial', ""We'll Take Manhattan"", 'National Theatre Live: 50 Years on Stage', 'Belle', 'National Theatre Live: Hansard', 'Trap for Cinderella', 'The Forgiven', 'Munich: The Edge of War', 'Dickens in London', 'Operation Mincemeat', 'Your Christmas or Mine?', 'Your Christmas or Mine 2']","[258696.0, 277846.0, 328589.0, 381167.0, 402298.0, 85696.0, 441123.0, 205601.0, 607714.0, 199723.0, 522927.0, 760336.0, 936528.0, 661231.0, 865559.0, 1176139.0]"
Alexander Dreymon,1273309,2,Germany,41.0,"['Christopher and His Kind', 'Guys Reading Poems', 'Resistance', 'Blood Ransom', 'Heartlock', 'Horizon Line', 'Ni reprise, ni échangée', 'The Last Kingdom: Seven Kings Must Die']","[60170.0, 418542.0, 491926.0, 298833.0, 365956.0, 602654.0, 292936.0, 948713.0]"
Alexander Ludwig,23498,2,"Vancouver, British Columbia, Canada",31.0,"['The Hunger Games', 'Grown Ups 2', 'Lone Survivor', 'The Final Girls', 'When the Game Stands Tall', 'Blackway', 'Final Girl', 'Bad Boys for Life', 'Heart of Champions', 'Midway', 'Recon', 'Night Teeth', 'Operation Christmas Drop', 'National Champions', 'The World Is Watching: Making the Hunger Games', ""Guy Ritchie's The Covenant""]","[70160.0, 109418.0, 193756.0, 293970.0, 232679.0, 359790.0, 277558.0, 38700.0, 647581.0, 522162.0, 717042.0, 669671.0, 738646.0, 823425.0, 513866.0, 882569.0]"
Alexander Skarsgård,28846,2,"Vällingby, Stockholm, Sweden",47.0,"['Kill Your Darlings', 'Melancholia', 'Battleship', '13', 'Straw Dogs', 'Trust Me', 'The East', 'What Maisie Knew', 'Disconnect', 'The Giver', 'The Diary of a Teenage Girl', 'The Aftermath', 'Hidden', 'War on Everyone', 'Mute', 'Zoolander 2', 'The Legend of Tarzan', 'Hold the Dark', 'The Hummingbird Project', 'The Kill Team', 'Long Shot', 'Happy End', 'The Northman', 'Passing', 'Godzilla vs. Kong', 'Infinity Pool', 'Eric LaRue']","[157370.0, 62215.0, 44833.0, 44982.0, 64639.0, 56596.0, 87499.0, 127373.0, 127517.0, 227156.0, 250124.0, 433502.0, 360784.0, 333663.0, 401371.0, 329833.0, 258489.0, 395841.0, 489243.0, 489245.0, 459992.0, 83573.0, 639933.0, 541524.0, 399566.0, 667216.0, 996445.0]"
Alexandra Breckenridge,58369,1,"Bridgeport, Connecticut, USA",41.0,"['Ticket Out', 'Rings', 'Zipper', 'Always Watching: A Marble Hornets Story', ""Other People's Children"", 'Dark', 'Behind the Fright: The Making of American Horror Story', 'Christmas Around the Corner', 'Love in Store', 'Virgin River: The More The Merrier', 'Virgin River: Father Christmas']","[81010.0, 14564.0, 309503.0, 329289.0, 370725.0, 375989.0, 492815.0, 552017.0, 661336.0, 1211712.0, 1211715.0]"
Alexandra Daddario,109513,1,"New York City, New York, USA",38.0,"['Percy Jackson & the Olympians: The Lightning Thief', 'Hall Pass', 'Bereavement', 'Percy Jackson: Sea of Monsters', 'Texas Chainsaw 3D', 'Life in Text.', 'Burying the Ex', 'San Andreas', 'The Layover', 'The Choice', 'Baywatch', 'We Have Always Lived in the Castle', 'Baked in Brooklyn', 'When We First Met', 'Night Hunter', 'The House', 'Lost Girls & Love Hotels', 'Can You Keep a Secret?', 'Lost Transmissions', 'We Summon the Darkness', 'Faces Without Eyes', 'Die in a Gunfight', '1 Night in San Diego', 'Superman: Man of Tomorrow', 'Songbird', 'Wildflower', 'Justice League: Crisis on Infinite Earths Part One']","[32657.0, 48988.0, 55890.0, 76285.0, 76617.0, 234657.0, 255798.0, 254128.0, 339404.0, 330483.0, 339846.0, 411144.0, 417877.0, 433310.0, 441282.0, 345914.0, 479259.0, 537739.0, 535987.0, 546724.0, 626884.0, 481879.0, 664051.0, 618354.0, 721625.0, 915523.0, 1155089.0]"
Alexandra Shipp,1253199,1,"Phoenix, Arizona, USA",32.0,"['Straight Outta Compton', 'Aaliyah: The Princess of R&B', 'Dude', 'Drumline: A New Beat', 'X-Men: Apocalypse', 'Tragedy Girls', 'Love, Simon', 'Spinning Man', 'Dark Phoenix', ""A Dog's Way Home"", 'House of Anubis: The Touchstone of Ra', 'The Everything', 'All the Bright Places', 'Endless', 'Once Upon a Deadpool', 'Silk Road', 'Jexi', 'tick, tick... BOOM!', 'Deadpool 2', 'Father of the Bride Part 3 (ish)', 'Asking For It', 'Space Oddity', 'Honoring a Broadway Legacy: Behind the Scenes of tick, tick...Boom!', 'Barbie', 'Anyone But You']","[277216.0, 303616.0, 399131.0, 299513.0, 246655.0, 413857.0, 449176.0, 458109.0, 320288.0, 508763.0, 447249.0, 547344.0, 342470.0, 470610.0, 567604.0, 579051.0, 620725.0, 537116.0, 383498.0, 746358.0, 825672.0, 843889.0, 929038.0, 346698.0, 1072790.0]"
Alexis Bledel,6279,1,"Houston, Texas, USA",42.0,"['The Conspirator', 'Violet & Daisy', 'Girl Walks Into a Bar', 'The Kate Logan Affair', 'The Brass Teapot', 'Remember Sunday', 'Parts Per Billion', ""Jenny's Wedding"", 'Emily & Tim', 'Crypto']","[60309.0, 91550.0, 59006.0, 78286.0, 127867.0, 188538.0, 270654.0, 342474.0, 244117.0, 567733.0]"
Alfred Hitchcock,2636,2,"Leytonstone, London, England, UK",124.0,"['Rebecca', 'Night Will Fall', 'Hitchcock/Truffaut', 'The Psycho Legacy', 'German Concentration Camps Factual Survey', 'Harold and Lillian: A Hollywood Love Story', 'Dark Glamour: The Blood and Guts of Hammer Productions', 'Hitchcock Confidential', 'What Is Cinema?', 'Her Name Was Grace Kelly', 'I Am Alfred Hitchcock', '78/52', 'Tales of the Uncanny', 'Ingrid Bergman: In Her Own Words', 'Sabotage', ""Kim Novak: Hollywood's Golden Age Rebel"", 'Normandie ne partira pas ce soir', 'My Name Is Alfred Hitchcock', 'AFI Life Achievement Award: 50th Anniversary Special']","[505379.0, 290802.0, 339751.0, 89994.0, 254642.0, 367966.0, 470084.0, 667222.0, 219292.0, 740511.0, 826263.0, 359749.0, 759351.0, 341106.0, 144336.0, 975395.0, 935675.0, 1014255.0, 1224690.0]"
Alfred Molina,658,2,"London, England, UK",70.0,"['Murder on the Orient Express', 'Prince of Persia: The Sands of Time', ""The Sorcerer's Apprentice"", 'Wonder Woman', 'Monsters University', 'Rango', 'Anna Karenina', 'Innocent', 'Abduction', 'The Forger', 'Swelter', 'Loving Miss Hatto', 'Robot Chicken: DC Comics Special', 'Justin and the Knights of Valour', 'The Truth About Emanuel', 'A Whisper to a Roar', 'Manifesto', 'Serena', 'Love Is Strange', 'The Normal Heart', 'Return to Zero', 'Heavenly Sword', 'The Accountant', ""We'll Never Have Paris"", 'Little Men', 'The Prophet', 'Sister Cities', 'Robot Chicken DC Comics Special III: Magische Freundschaft', 'Breakable You', 'Robot Chicken DC Comics Special II: Schurken im Paradies', 'Strange Magic', 'A Family Man', ""Donald Trump's The Art of the Deal: The Movie"", 'Message from the King', 'Paint It Black', 'Whiskey Tango Foxtrot', 'Henchmen', 'Justice League Dark', 'Hey Arnold! The Jungle Movie', 'The Devil Has a Name', 'The Front Runner', 'Saint Judy', 'Ralph Breaks the Internet', 'Sam Did It', 'The Overcoat', 'Secret in Their Eyes', ""Frankenstein's Monster's Monster, Frankenstein"", ""Don't Let Go"", 'Red', 'Frozen II', 'The Water Man', 'Promising Young Woman', 'Bless Me, Ultima', 'Trollhunters: Rise of the Titans', 'Indiana Jones: The Search for the Lost Golden Age', 'The Stowaway', 'Spider-Man: No Way Home', ""Children's Theater Critic with Alfred Molina"", 'Trust Me', 'Paw Patrol. Mission Xmas', 'Quality Problems', 'Spider-Man: All Roads Lead to No Way Home', 'DC League of Super-Pets', 'Vice', 'Spider-Man: Across the Spider-Verse', 'Radioman', 'Flutter']","[392044.0, 9543.0, 27022.0, 297762.0, 62211.0, 44896.0, 96724.0, 83242.0, 59965.0, 255157.0, 256687.0, 152980.0, 145174.0, 146381.0, 157351.0, 137480.0, 382127.0, 164251.0, 244268.0, 113833.0, 270756.0, 256766.0, 302946.0, 253287.0, 373473.0, 283161.0, 348611.0, 363863.0, 365372.0, 263484.0, 302429.0, 375183.0, 382079.0, 301355.0, 394692.0, 279641.0, 345942.0, 408220.0, 439058.0, 507712.0, 476764.0, 550506.0, 404368.0, 560509.0, 584602.0, 290751.0, 612701.0, 539651.0, 446106.0, 330457.0, 346687.0, 582014.0, 164184.0, 730840.0, 827007.0, 525202.0, 634649.0, 868720.0, 56596.0, 921042.0, 495831.0, 961651.0, 539681.0, 429197.0, 569094.0, 103733.0, 330995.0]"
Ali Larter,17303,1,"Cherry Hill, New Jersey, USA",48.0,"['Resident Evil: Afterlife', 'Resident Evil: The Final Chapter', ""You're Not You"", 'The Diabolical', 'Lovesick', 'The Last Victim', 'The Hater']","[35791.0, 173897.0, 290542.0, 323370.0, 319389.0, 866254.0, 944904.0]"
Alice Braga,8602,1,"São Paulo, São Paulo, Brazil",41.0,"['Repo Men', 'Predators', 'The Rite', 'Elysium', 'On the Road', 'Os Amigos', 'Kill Me Three Times', 'The Ardor', 'Latitudes', 'City of God: 10 Years Later', 'The Milky Way', 'Portrait of a Thief', 'The Duel', 'Cabeça a Prêmio', 'Back and Forth', 'The Shack', 'The New Mutants', 'Eduardo and Monica', 'Predators: The Chosen', 'Predators: Moments of Extraction', 'Soul', '22 vs. Earth', 'Hypnotic', 'Blue Brazil', 'The Suicide Squad', 'SHARE?']","[31867.0, 34851.0, 48171.0, 68724.0, 83770.0, 230445.0, 237756.0, 267579.0, 266723.0, 300605.0, 339024.0, 336182.0, 333386.0, 64463.0, 352993.0, 345938.0, 340102.0, 540734.0, 704838.0, 704882.0, 508442.0, 811367.0, 536437.0, 843864.0, 436969.0, 1095885.0]"
Alice Eve,59860,1,"London, England, UK",42.0,"[""She's Out of My League"", 'The Decoy Bride', 'Men in Black 3', 'Sex and the City 2', 'Star Trek Into Darkness', 'ATM', 'Some Velvet Morning', 'Cold Comes the Night', 'Decoding Annie Parker', 'Before We Go', 'Night at the Museum: Secret of the Tomb', 'Please, Alfonso', 'Untogether', 'Please Stand By', 'Misconduct', 'Criminal', 'Replicas', 'The Con Is On', 'Bees Make Honey', 'The Stolen', 'Warning', 'Bombshell', 'The Infernal Machine', 'Freelance', 'Haunting of the Queen Mary', 'Cult Killer', 'Entourage']","[34016.0, 40161.0, 41154.0, 37786.0, 54138.0, 89691.0, 174341.0, 210047.0, 177047.0, 283350.0, 181533.0, 331822.0, 424651.0, 338768.0, 373314.0, 302156.0, 300681.0, 353576.0, 476634.0, 484238.0, 583081.0, 525661.0, 916605.0, 897087.0, 977013.0, 1059345.0, 188222.0]"
Alice Krige,2506,1,"Upington, Afrique du Sud",69.0,"[""The Sorcerer's Apprentice"", 'Persuasion', 'A Tale of Two Cities', 'Page Eight', 'Thor: The Dark World', 'Jail Caesar', 'Amanda', 'The Calling', 'The Little Vampire 3D', 'A Christmas Prince', 'A Christmas Prince: The Royal Wedding', 'A Rose in Winter', 'Gretel & Hansel', 'The Bay of Silence', 'A Christmas Prince: The Royal Baby', 'Will', 'Texas Chainsaw Massacre', 'Falling', 'Echoes of the Past', 'She Will', 'Star Trek: Picard - The IMAX Live Series Finale Event']","[27022.0, 820912.0, 699978.0, 73358.0, 76338.0, 200054.0, 1004642.0, 283384.0, 442056.0, 483104.0, 525041.0, 546251.0, 542224.0, 623958.0, 587693.0, 91979.0, 632727.0, 554761.0, 844227.0, 852485.0, 1111972.0]"
Alice Pagani,1786479,1,"Rome, Italy",26.0,"['Classe Z', 'The Furlough', 'The Poison Rose', 'Loro 2', 'Ricordi?', 'Loro', ""Don't Kill Me"", 'All Star - Ritorno al cinema']","[449415.0, 428988.0, 529983.0, 520736.0, 539136.0, 541660.0, 734796.0, 869221.0]"
Alicia Agneson,1936932,1,"Eskilstuna, Sweden",28.0,"['The Courier', 'Little Kingdom', 'The Grand Duke Of Corsica', 'Cake Bomb']","[611914.0, 623953.0, 623962.0, 1091489.0]"
Alicia Silverstone,5588,1,"San Francisco, California, USA",47.0,"['Vamps', 'Ass Backwards', 'Angels in Stardust', 'The Art of Getting By', 'The Nutcracker Sweet', 'Fight for Your Right Revisited', 'King Cobra', 'Catfight', 'Who Gets the Dog?', 'Diary of a Wimpy Kid: The Long Haul', 'The Killing of a Sacred Deer', 'The Tribes of Palos Verdes', 'Book Club', 'Bad Therapy', 'The Lodge', 'In the Time It Takes to Get There', 'Jungle Shuffle', 'Sister of the Groom', 'Last Survivors', 'The Requin', 'Senior Year', 'Reptile', 'Mustache', 'Perpetrator']","[73935.0, 159024.0, 255454.0, 64678.0, 368716.0, 62934.0, 390584.0, 408272.0, 415766.0, 417830.0, 399057.0, 324562.0, 502682.0, 527382.0, 474764.0, 592747.0, 283671.0, 738642.0, 789171.0, 803114.0, 800937.0, 866463.0, 1055077.0, 1061656.0]"
Alicia Vikander,227454,1,"Gothenburg, Västra Götalands län, Sweden",35.0,"['Seventh Son', 'The Crown Jewels', 'A Royal Affair', 'The Magic Diner', 'The Fifth Estate', 'Testament of Youth', 'Ex Machina', 'The Light Between Oceans', 'The Man from U.N.C.L.E.', 'The Danish Girl', 'Burnt', 'Son of a Gun', 'Ingrid Bergman: In Her Own Words', 'Tulip Fever', 'Tomb Raider', 'Jason Bourne', 'Submergence', 'Euphoria', 'Anna Karenina', 'Birds Like Us', 'The Magic Diner Pt.II', 'Earthquake Bird', 'Anthropocene: The Human Epoch', 'The Glorias', 'One Red Nose Day and a Wedding', 'I Am Easy to Find', ""Through the Looking Glass: Making 'Ex Machina'"", 'Beckett', 'Blue Bayou', 'The Green Knight', 'Boys On Film 4: Protect Me From What I Want', 'Corona Film Club', 'Firebrand', 'Hope']","[68737.0, 72993.0, 88273.0, 410583.0, 162903.0, 284689.0, 264660.0, 283552.0, 203801.0, 306819.0, 295964.0, 294652.0, 341106.0, 257785.0, 338970.0, 324668.0, 375327.0, 407440.0, 96724.0, 451273.0, 508139.0, 513409.0, 539757.0, 519056.0, 569571.0, 586447.0, 588933.0, 597433.0, 644089.0, 559907.0, 420851.0, 827280.0, 848439.0, 923262.0]"
Alicia Witt,3128,1,"Worcester, Massachusetts, USA",48.0,"['Bending The Rules', ""Cowgirls n' Angels"", 'Joint Body', 'A Madea Christmas', 'Cold Turkey', 'Away From Here', 'A Snow Globe Christmas', 'The Flight of the Swan', 'Backyard Wedding', 'Wiener Dog Nationals', 'A Very Merry Mix-Up', ""Christmas at Cartwright's"", 'Peep World', ""I'm Not Ready for Christmas"", 'The Bronx Bull', 'Christmas List', 'I Do', 'Spare Room', 'Dune', 'The Mistletoe Inn', 'Modern Persuasion', 'Christmas on Honeysuckle Lane', 'Urban Legacy: The Story Behind Urban Legend', 'Our Christmas Love Song', 'Christmas Tree Lane', 'I Care a Lot', 'Six L.A. Love Stories', 'Alice', 'The Disappearance of Cari Farver', 'Fuzzy Head']","[44032.0, 105528.0, 117944.0, 175555.0, 231308.0, 240501.0, 249060.0, 266808.0, 126223.0, 206356.0, 238749.0, 299588.0, 55632.0, 363478.0, 228034.0, 416251.0, 159701.0, 470893.0, 438631.0, 475829.0, 536725.0, 553798.0, 582898.0, 631403.0, 737791.0, 601666.0, 542477.0, 714676.0, 1028574.0, 1057762.0]"
